sender.country,sender.city,sender.state,sender.latitude,sender.longitude,receiver.country,receiver.city,receiver.state,receiver.latitude,receiver.longitude,date,number.of.items,percent.of.all.items
USA,Newport,KY,39.091449,-84.495776,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1864-12-24,524,0.19313913758214862
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1865-09-13,426,0.15701769582060177
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1865-09-13,392,0.14448576704618754
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1866-10-24,407,0.15001455915254674
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1866-10-24,464,0.17102396915671178
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1867-06-04,377,0.1389569749398283
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1867-08-14,320,0.11794756493566329
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1868-05-10,307,0.11315594511015196
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1869-07-01,369,0.13600828581643673
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1869-10-25,375,0.13821980265898043
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1871-07-20,253,0.09325229352725879
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1876-09-24,601,0.2215202703947926
USA,Newport,KY,39.091449,-84.495776,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1864-12-23,336,0.12384494318244646
USA,Newport,KY,39.091449,-84.495776,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1865-01-19,518,0.19092762073960495
USA,Maisfeld,near Oskaloosa,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1865-10-01,542,0.1997736881097797
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1866-11-01,264,0.09730674107192222
USA,Oskaloosa,IA,41.291673,-92.649359,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1867-02-24,402,0.148171628450427
USA,Warsaw,IL,40.359211,-91.434598,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1870-06-12,437,0.16107214336526518
USA,Warsaw,IL,40.359211,-91.434598,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1871-05-31,385,0.1419056640632199
USA,Warsaw,IL,40.359211,-91.434598,DEU,Ribnitz,Mecklenburg,54.252211,12.439749,1872-10-20,474,0.17470983056095124
USA,Monroe,MI,41.916434,-83.39771,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1895-11-21,360,0.1326910105526212
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1893-10-20,522,0.19240196530130074
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1898-07-31,401,0.14780304231000305
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1902-08-08,274,0.1009926024761617
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1910-01-18,227,0.08366905387623615
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1916-10-01,466,0.17176114143755966
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1893-10-20,409,0.15075173143339465
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1910-01-18,363,0.13379676897389303
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1916-10-01,319,0.11757897879523935
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1914-08-26,510,0.18797893161621337
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1903-03-19,320,0.11794756493566329
USA,Tonawanda,NY,43.020335,-78.880315,DEU,Nienhagen,Mecklenburg,54.161424,11.953062,1904-10-26,392,0.14448576704618754
USA,Oak Grove,WI,43.386106,-88.74566,DEU,Neubrunn,TH,50.49939,10.468045,1865-01-25,283,0.10430987773997723
USA,Oak Grove,WI,43.386106,-88.74566,DEU,Neubrunn,TH,50.49939,10.468045,1865-10-17,363,0.13379676897389303
USA,Oak Grove,WI,43.386106,-88.74566,DEU,Neubrunn,TH,50.49939,10.468045,1866-08-15,457,0.16844386617374413
USA,Oak Grove,WI,43.386106,-88.74566,DEU,Neubrunn,TH,50.49939,10.468045,1867-10-17,401,0.14780304231000305
USA,Oak Grove,WI,43.386106,-88.74566,DEU,Neubrunn,TH,50.49939,10.468045,1868-01-11,482,0.17765851968434282
USA,Oak Grove,WI,43.386106,-88.74566,DEU,Neubrunn,TH,50.49939,10.468045,1869-01-12,403,0.14854021459085096
USA,Edwardsville,IL,38.811436,-89.953157,DEU,Neubrunn,TH,50.49939,10.468045,1872-11-12,424,0.15628052353975386
USA,Edwardsville,IL,38.811436,-89.953157,DEU,Neubrunn,TH,50.49939,10.468045,1873-08-21,280,0.10320411931870538
USA,Edwardsville,IL,38.811436,-89.953157,DEU,Neubrunn,TH,50.49939,10.468045,1874-08-13,497,0.18318731179070205
USA,Edwardsville,IL,38.811436,-89.953157,DEU,Neubrunn,TH,50.49939,10.468045,1875-05-16,378,0.13932556108025226
USA,Edwardsville,IL,38.811436,-89.953157,DEU,Neubrunn,TH,50.49939,10.468045,1876-10-18,413,0.15222607599509044
USA,Edwardsville,IL,38.811436,-89.953157,DEU,Neubrunn,TH,50.49939,10.468045,1879-07-30,342,0.12605646002499013
USA,Edwardsville,IL,38.811436,-89.953157,DEU,Neubrunn,TH,50.49939,10.468045,1881-09-09,441,0.16254648792696097
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1884-08-10,381,0.1404313195015241
USA,Williamsburg,NY,40.708116,-73.95707,DEU,Limbach,SA,50.584022,12.252519,1885-01-10,515,0.18982186231833312
USA,Williamsburg,NY,40.708116,-73.95707,DEU,Limbach,SA,50.584022,12.252519,1885-04-01,72,0.02653820211052424
USA,Brooklyn,NY,40.678178,-73.944158,DEU,Limbach,SA,50.584022,12.252519,1885-07-01,372,0.13711404423770857
USA,Brooklyn,NY,40.678178,-73.944158,DEU,Limbach,SA,50.584022,12.252519,1885-11-14,255,0.09398946580810669
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1886-04-12,286,0.10541563616124906
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1887-08-19,453,0.16696952161204834
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1887-10-10,390,0.14374859476533963
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1891-12-09,298,0.10983866984633643
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1892-05-11,467,0.17212972757798362
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1887-10-10,471,0.1736040721396794
USA,Brooklyn,NY,40.678178,-73.944158,DEU,Limbach,SA,50.584022,12.252519,1877-03-14,351,0.12937373528880566
USA,Union Hill,NY,43.222841,-77.371658,DEU,Limbach,SA,50.584022,12.252519,1877-08-14,408,0.1503831452929707
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1880-02-04,492,0.1813443810885823
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1880-08-19,347,0.12789939072710987
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1880-12-05,462,0.17028679687586387
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1881-05-11,500,0.1842930702119739
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1881-08-03,414,0.15259466213551437
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1882-02-08,426,0.15701769582060177
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1882-04-12,407,0.15001455915254674
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1882-08-09,337,0.1242135293228704
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1882-12-05,444,0.1636522463482328
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1883-02-10,366,0.1349025273951649
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1883-04-18,397,0.14632869774830726
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1883-04-18,481,0.1772899335439189
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1883-04-18,511,0.18834751775663733
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1883-07-25,357,0.13158525213134936
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1883-09-28,339,0.1249507016037183
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1883-10-21,297,0.10947008370591249
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1884-04-26,434,0.15996638494399334
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1884-06-21,507,0.1868731731949415
USA,New York,NY,40.712784,-74.005941000000007,DEU,Limbach,SA,50.584022,12.252519,1884-08-10,359,0.13232242441219724
USA,Williamsburg,NY,40.708116,-73.95707,DEU,Limbach,SA,50.584022,12.252519,1885-01-10,393,0.14485435318661147
USA,Brooklyn,NY,40.678178,-73.944158,DEU,Limbach,SA,50.584022,12.252519,1885-07-01,607,0.2237317872373363
USA,Brooklyn,NY,40.678178,-73.944158,DEU,Limbach,SA,50.584022,12.252519,1885-11-14,375,0.13821980265898043
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1886-04-12,331,0.12200201248032672
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1887-08-19,549,0.20235379109274734
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1890-12-01,340,0.12531928774414225
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1891-02-11,415,0.15296324827593832
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1891-09-11,398,0.1466972838887312
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1891-12-09,411,0.15148890371424253
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1892-05-11,300,0.11057584212718434
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1892-11-17,569,0.2097255139012263
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1894-06-14,407,0.15001455915254674
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1897-11-17,391,0.1441171809057636
USA,San Francisco,CA,37.77493,-122.419416,DEU,Limbach,SA,50.584022,12.252519,1914-08-13,375,0.13821980265898043
USA,Sonoma,CA,38.291859,-122.458036,DEU,Limbach,SA,50.584022,12.252519,1923-07-24,452,0.16660093547162438
USA,Sonoma,CA,38.291859,-122.458036,DEU,Limbach,SA,50.584022,12.252519,1924-12-27,309,0.11389311739099986
USA,Sonoma,CA,38.291859,-122.458036,DEU,Limbach,SA,50.584022,12.252519,1925-07-20,433,0.1595977988035694
DEU,OberweiÃŸbach,TH,50.581574,11.142585,USA,Brooklyn,NY,40.678178,-73.944158,1909-03-04,413,0.15222607599509044
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1914-01-19,616,0.22704906250115184
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1898-03-24,387,0.1426428363440678
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1898-07-29,403,0.14854021459085096
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1912-08-10,380,0.14006273336110014
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1930-07-24,549,0.20235379109274734
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1904-12-28,414,0.15259466213551437
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1913-03-31,330,0.12163342633990276
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1913-05-02,426,0.15701769582060177
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1913-07-27,276,0.10172977475700959
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1914-01-19,452,0.16660093547162438
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1917-06-23,439,0.16180931564611306
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1917-11-22,512,0.18871610389706125
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1926-04-24,405,0.14927738687169886
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1926-05-31,238,0.08772350142089957
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1926-11-28,296,0.10910149756548854
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1900-09-19,365,0.13453394125474094
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1900-09-29,440,0.16217790178653702
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1902-02-05,552,0.20345954951401918
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1902-08-05,449,0.16549517705035255
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1903-07-09,521,0.1920333791608768
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1905-11-21,407,0.15001455915254674
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1906-10-02,408,0.1503831452929707
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1907-01-09,459,0.16918103845459204
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1907-05-09,391,0.1441171809057636
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1908-02-12,332,0.12237059862075066
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1908-04-19,434,0.15996638494399334
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1908-08-07,364,0.134165355114317
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1908-11-11,545,0.20087944653105155
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1909-05-21,331,0.12200201248032672
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1909-12-25,389,0.14338000862491568
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1913-05-30,510,0.18797893161621337
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1913-06-29,391,0.1441171809057636
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1913-08-27,338,0.12458211546329435
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1916-06-23,237,0.08735491528047562
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1927-03-11,391,0.1441171809057636
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1917-03-22,429,0.1581234542418736
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1917-12-30,392,0.14448576704618754
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1925-07-15,234,0.08624915685920378
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1926-05-18,585,0.21562289214800945
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1926-07-15,443,0.16328366020780888
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1926-10-01,456,0.16807528003332017
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1930-01-27,349,0.12863656300795778
USA,Brooklyn,NY,40.678178,-73.944158,DEU,OberweiÃŸbach,TH,50.581574,11.142585,1930-02-02,427,0.1573862819610257
USA,Waterloo,WI,43.183884,-88.988442,DEU,Roda,TH,50.93123,11.016121,1865-05-03,348,0.12826797686753383
USA,Waterloo,WI,43.183884,-88.988442,DEU,Roda,TH,50.93123,11.016121,1865-12-27,478,0.17618417512264703
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1866-03-31,322,0.11868473721651118
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1870-08-26,406,0.1496459730121228
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1871-10-04,479,0.17655276126307098
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1872-08-14,244,0.08993501826344326
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1872-12-25,420,0.15480617897805807
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1873-07-07,454,0.1673381077524723
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1874-03-21,618,0.22778623478199972
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1875-05-26,382,0.14079990564194805
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1877-09-25,574,0.21156844460334603
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1877-11-15,376,0.13858838879940436
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1878-04-17,418,0.15406900669721016
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1878-08-21,422,0.15554335125890598
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1879-04-30,382,0.14079990564194805
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1883-05-02,332,0.12237059862075066
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1885-08-06,582,0.2145171337267376
USA,"Amherst, Portage Co.",WI,44.450808,-89.284836,DEU,Roda,TH,50.93123,11.016121,1885-12-05,397,0.14632869774830726
USA,Minneapolis,MN,44.977753,-93.265011,DEU,Apolda,TH,51.02601,11.51555,1912-12-24,452,0.16660093547162438
DEU,GrÃ¤fenthal,TH,50.525772,11.310406,USA,New York,NY,40.712784,-74.005941000000007,1891-10-29,314,0.1157360480931196
DEU,Piesau,TH,50.512949,11.21717,USA,New York,NY,40.712784,-74.005941000000007,1891-05-09,200,0.07371722808478956
DEU,Piesau,TH,50.512949,11.21717,USA,New York,NY,40.712784,-74.005941000000007,1891-08-23,386,0.14227425020364384
USA,Austin,TX,30.267153,-97.743061,DEU,Piesau,TH,50.512949,11.21717,1879-10-09,393,0.14485435318661147
USA,Austin,TX,30.267153,-97.743061,DEU,Piesau,TH,50.512949,11.21717,1880-05-03,381,0.1404313195015241
