"","complnum","date","code1","offense_desc1","code2","offense_desc2","crimesuccess","crimelevel","jurisdic","loc_desc","premise_type","park","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"920",379703946,"10/12/2017",113,"FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BANK",NA,40.810438012,-73.952837473,"(40.810438012, -73.952837473)","2017","12","10"
"921",734256822,"10/12/2017",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.706731799,-74.006782262,"(40.706731799, -74.006782262)","2017","12","10"
"922",838047760,"10/12/2017",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.806304584,-73.936018325,"(40.806304584, -73.936018325)","2017","12","10"
"923",394541201,"10/12/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","FAST FOOD",NA,40.701557457,-74.012321377,"(40.701557457, -74.012321377)","2017","12","10"
"924",277803855,"10/12/2017",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.816410119,-73.958946035,"(40.816410119, -73.958946035)","2017","12","10"
"925",298553252,"10/12/2017",126,"MISCELLANEOUS PENAL LAW",760,"BRIBERY,PUBLIC ADMINISTRATION","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.725939713,-73.994650996,"(40.725939713, -73.994650996)","2017","12","10"
"926",519126597,"10/12/2017",359,"OFFENSES AGAINST PUBLIC ADMINI",750,"RESISTING ARREST","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.714060101,-73.990200647,"(40.714060101, -73.990200647)","2017","12","10"
"927",516891265,"10/12/2017",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.749909735,-74.002560339,"(40.749909735, -74.002560339)","2017","12","10"
"928",130549312,"10/12/2017",347,"INTOXICATED & IMPAIRED DRIVING",905,"INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.759920725,-73.958811194,"(40.759920725, -73.958811194)","2017","12","10"
"929",346371101,"10/12/2017",344,"ASSAULT 3 & RELATED OFFENSES",114,"OBSTR BREATH/CIRCUL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.744705683,-73.997067435,"(40.744705683, -73.997067435)","2017","12","10"
"930",677441059,"10/12/2017",105,"ROBBERY",397,"ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","SMALL MERCHANT",NA,40.804765579,-73.955124358,"(40.804765579, -73.955124358)","2017","12","10"
"931",659533853,"10/12/2017",113,"FORGERY",725,"FORGERY,M.V. REGISTRATION","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.796074313,-73.967066746,"(40.796074313, -73.967066746)","2017","12","10"
"932",718521905,"10/12/2017",109,"GRAND LARCENY",415,"LARCENY,GRAND FROM PERSON,PICK","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.760048541,-73.99146089,"(40.760048541, -73.99146089)","2017","12","10"
"933",486244545,"10/12/2017",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","RESIDENCE - APT. HOUSE",NA,40.861948368,-73.927136388,"(40.861948368, -73.927136388)","2017","12","10"
"934",104079222,"10/12/2017",109,"GRAND LARCENY",408,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.753532701,-73.994536892,"(40.753532701, -73.994536892)","2017","12","10"
"935",441083133,"10/12/2017",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.79481676,-73.944408254,"(40.79481676, -73.944408254)","2017","12","10"
"936",721894812,"10/12/2017",118,"DANGEROUS WEAPONS",793,"WEAPONS POSSESSION 3","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.864470773,-73.918944803,"(40.864470773, -73.918944803)","2017","12","10"
"937",310116642,"10/12/2017",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.82236838,-73.950610585,"(40.82236838, -73.950610585)","2017","12","10"
"938",258372979,"10/12/2017",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","HOTEL/MOTEL",NA,40.764540395,-73.980756819,"(40.764540395, -73.980756819)","2017","12","10"
"939",994627611,"10/12/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.71523221,-74.008590373,"(40.71523221, -74.008590373)","2017","12","10"
"940",554190736,"10/12/2017",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","FAST FOOD",NA,40.804046007,-73.936620103,"(40.804046007, -73.936620103)","2017","12","09"
"941",874705081,"10/11/2017",109,"GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.866215508,-73.930172321,"(40.866215508, -73.930172321)","2017","12","09"
"942",563546814,"10/11/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE",NA,NA,40.771021814,-73.989036972,"(40.771021814, -73.989036972)","2017","12","06"
"943",345829647,"10/10/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE",NA,NA,40.819933413,-73.94968025,"(40.819933413, -73.94968025)","2017","12","09"
"944",652035091,"10/09/2017",109,"GRAND LARCENY",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.833569404,-73.938825243,"(40.833569404, -73.938825243)","2017","12","04"
"945",575816959,"10/08/2017",126,"MISCELLANEOUS PENAL LAW",117,"RECKLESS ENDANGERMENT 1","COMPLETED","FELONY","N.Y. HOUSING POLICE","REAR OF","RESIDENCE - PUBLIC HOUSING",NA,40.789310287,-73.973837651,"(40.789310287, -73.973837651)","2017","12","09"
"946",343717082,"10/05/2017",109,"GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.783468006,-73.980130262,"(40.783468006, -73.980130262)","2017","12","09"
"947",247272976,"10/04/2017",109,"GRAND LARCENY",418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BEAUTY & NAIL SALON",NA,40.807068993,-73.964713341,"(40.807068993, -73.964713341)","2017","12","09"
"948",557340173,"10/04/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","RESIDENCE - APT. HOUSE",NA,40.816601773,-73.944671854,"(40.816601773, -73.944671854)","2017","12","08"
"949",297153119,"10/03/2017",341,"PETIT LARCENY",307,"LARCENY,PETIT BY DISHONEST EMP","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.772854993,-73.947834804,"(40.772854993, -73.947834804)","2017","12","09"
"950",363895826,"10/02/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.777850983,-73.955749088,"(40.777850983, -73.955749088)","2017","12","09"
"951",301616551,"09/29/2017",109,"GRAND LARCENY",432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED","ATTEMPTED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.800921683,-73.959063944,"(40.800921683, -73.959063944)","2017","12","09"
"952",659075153,"09/29/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.74879239,-73.992234678,"(40.74879239, -73.992234678)","2017","12","09"
"953",853885560,"09/29/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.838760946,-73.941310498,"(40.838760946, -73.941310498)","2017","12","09"
"954",340989709,"09/26/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","BEAUTY & NAIL SALON",NA,40.766026675,-73.955829144,"(40.766026675, -73.955829144)","2017","12","09"
"955",671543809,"09/26/2017",109,"GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.731231325,-74.009635189,"(40.731231325, -74.009635189)","2017","12","09"
"956",637110326,"09/25/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.746168661,-74.001571343,"(40.746168661, -74.001571343)","2017","12","09"
"957",338463910,"09/25/2017",341,"PETIT LARCENY",307,"LARCENY,PETIT BY DISHONEST EMP","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.741041426,-74.003418863,"(40.741041426, -74.003418863)","2017","12","09"
"958",771601025,"09/25/2017",109,"GRAND LARCENY",422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.737377112,-73.994729465,"(40.737377112, -73.994729465)","2017","12","08"
"959",114691028,"09/23/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.823722867,-73.953846969,"(40.823722867, -73.953846969)","2017","12","09"
"960",600288146,"09/23/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.766311615,-73.986893382,"(40.766311615, -73.986893382)","2017","12","09"
"961",696198864,"09/23/2017",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","REAR OF","RESIDENCE - APT. HOUSE",NA,40.731231325,-74.009635189,"(40.731231325, -74.009635189)","2017","12","09"
"962",735945361,"09/22/2017",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.724800731,-73.997317247,"(40.724800731, -73.997317247)","2017","12","09"
"963",587304251,"09/22/2017",358,"OFFENSES INVOLVING FRAUD",705,"FORGERY,ETC.-MISD.","ATTEMPTED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.858436187,-73.928795926,"(40.858436187, -73.928795926)","2017","12","09"
"964",723987895,"09/21/2017",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.773375247,-73.945151848,"(40.773375247, -73.945151848)","2017","12","09"
"965",227779672,"09/20/2017",232,"POSSESSION OF STOLEN PROPERTY",490,"STOLEN PROPERTY 3,POSSESSION","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","PUBLIC BUILDING",NA,40.801915542,-73.93561439,"(40.801915542, -73.93561439)","2017","12","09"
"966",993474849,"09/20/2017",232,"POSSESSION OF STOLEN PROPERTY",490,"STOLEN PROPERTY 3,POSSESSION","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","OTHER",NA,40.801915542,-73.93561439,"(40.801915542, -73.93561439)","2017","12","09"
"967",908088668,"09/20/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.734119173,-73.997103983,"(40.734119173, -73.997103983)","2017","12","09"
"968",377025291,"09/20/2017",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.709438277,-73.996304309,"(40.709438277, -73.996304309)","2017","12","09"
"969",731143487,"09/20/2017",352,"CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.786754376,-73.942161626,"(40.786754376, -73.942161626)","2017","12","09"
"970",600161871,"09/20/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.84962413,-73.930742766,"(40.84962413, -73.930742766)","2017","12","09"
"971",362684872,"09/19/2017",232,"POSSESSION OF STOLEN PROPERTY",490,"STOLEN PROPERTY 3,POSSESSION","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.763465697,-73.990825111,"(40.763465697, -73.990825111)","2017","12","09"
"972",501201257,"09/19/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.76263677,-73.973165867,"(40.76263677, -73.973165867)","2017","12","09"
"973",861995594,"09/19/2017",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","OPPOSITE OF","STREET",NA,40.789397465,-73.971103866,"(40.789397465, -73.971103866)","2017","12","09"
"974",482720978,"09/18/2017",109,"GRAND LARCENY",422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.725697698,-73.988239878,"(40.725697698, -73.988239878)","2017","12","09"
"975",569519982,"09/18/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE-HOUSE",NA,40.768702791,-73.992578934,"(40.768702791, -73.992578934)","2017","12","09"
"976",282567182,"09/18/2017",359,"OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.794604699,-73.948785665,"(40.794604699, -73.948785665)","2017","12","09"
"977",605900494,"09/18/2017",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.758232371,-73.977430585,"(40.758232371, -73.977430585)","2017","12","09"
"978",100636387,"09/18/2017",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","SHOE",NA,40.721323154,-74.000257587,"(40.721323154, -74.000257587)","2017","12","09"
"979",441973584,"09/18/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.815448304,-73.955799957,"(40.815448304, -73.955799957)","2017","12","09"
"980",847928242,"09/18/2017",109,"GRAND LARCENY",407,"LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.73388316,-73.999373606,"(40.73388316, -73.999373606)","2017","12","09"
"981",835508051,"09/16/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DRUG STORE",NA,40.86209525,-73.925057462,"(40.86209525, -73.925057462)","2017","12","09"
"982",352898843,"09/16/2017",109,"GRAND LARCENY",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.711402273,-73.982597336,"(40.711402273, -73.982597336)","2017","12","09"
"983",686832790,"09/16/2017",110,"GRAND LARCENY OF MOTOR VEHICLE",451,"LARCENY,GRAND OF MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.746275695,-73.997781939,"(40.746275695, -73.997781939)","2017","12","09"
"984",741115219,"09/15/2017",341,"PETIT LARCENY",301,"LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.818402377,-73.95088088,"(40.818402377, -73.95088088)","2017","12","09"
"985",268402797,"09/15/2017",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","FOOD SUPERMARKET",NA,40.791192852,-73.97246097,"(40.791192852, -73.97246097)","2017","12","09"
"986",714987422,"09/15/2017",351,"CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","OPPOSITE OF","PARK/PLAYGROUND",NA,40.755925867,-73.963213622,"(40.755925867, -73.963213622)","2017","12","09"
"987",788602330,"09/15/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.817429342,-73.947687868,"(40.817429342, -73.947687868)","2017","12","09"
"988",749147426,"09/15/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","OTHER",NA,40.774490663,-73.984646049,"(40.774490663, -73.984646049)","2017","12","09"
"989",454307763,"09/15/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.823116479,-73.954335162,"(40.823116479, -73.954335162)","2017","12","09"
"990",853289205,"09/15/2017",109,"GRAND LARCENY",443,"LARCENY,GRAND OF BICYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","REAR OF","RESIDENCE - APT. HOUSE",NA,40.732749396,-74.006456563,"(40.732749396, -74.006456563)","2017","12","09"
"991",934868865,"09/15/2017",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.762027813,-73.999059288,"(40.762027813, -73.999059288)","2017","12","09"
"992",636643020,"09/15/2017",341,"PETIT LARCENY",347,"PETIT LARCENY-CHECK FROM MAILB","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.823895158,-73.95230764,"(40.823895158, -73.95230764)","2017","12","09"
"993",181399850,"09/15/2017",341,"PETIT LARCENY",347,"PETIT LARCENY-CHECK FROM MAILB","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.829029936,-73.944838579,"(40.829029936, -73.944838579)","2017","12","09"
"994",396139513,"09/15/2017",341,"PETIT LARCENY",347,"PETIT LARCENY-CHECK FROM MAILB","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.830853543,-73.947225621,"(40.830853543, -73.947225621)","2017","12","09"
"995",434279932,"09/15/2017",341,"PETIT LARCENY",347,"PETIT LARCENY-CHECK FROM MAILB","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.825766481,-73.950940483,"(40.825766481, -73.950940483)","2017","12","09"
"996",950803032,"09/14/2017",109,"GRAND LARCENY",401,"LARCENY,GRAND BY ACQUIRING LOS","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.742833658,-74.005703308,"(40.742833658, -74.005703308)","2017","12","09"
"997",358670500,"09/14/2017",105,"ROBBERY",399,"ROBBERY,COMMERCIAL UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","DRY CLEANER/LAUNDRY",NA,40.825832531,-73.93973206,"(40.825832531, -73.93973206)","2017","12","09"
"998",169630687,"09/14/2017",678,"MISCELLANEOUS PENAL LAW",201,"TRESPASS 4,CRIMINAL SUB 2","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.761983091,-73.986334713,"(40.761983091, -73.986334713)","2017","12","09"
"999",294745185,"09/14/2017",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.791240623,-73.944924059,"(40.791240623, -73.944924059)","2017","12","09"
"1000",144141475,"09/14/2017",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","RESIDENCE - APT. HOUSE",NA,40.818504014,-73.93950386,"(40.818504014, -73.93950386)","2017","12","09"
"1001",584009304,"09/14/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.804691853,-73.938158254,"(40.804691853, -73.938158254)","2017","12","09"
"1002",936253969,"09/14/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"MARINA/PIER",NA,40.705436385,-74.004441351,"(40.705436385, -74.004441351)","2017","12","09"
"1003",309860330,"09/14/2017",359,"OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","STREET",NA,40.864055777,-73.92631701,"(40.864055777, -73.92631701)","2017","12","09"
"1004",859396766,"09/14/2017",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.750936228,-74.004043765,"(40.750936228, -74.004043765)","2017","12","09"
"1005",221585930,"09/14/2017",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.737082284,-73.9829623,"(40.737082284, -73.9829623)","2017","12","09"
"1006",691357773,"09/14/2017",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.824258489,-73.948325647,"(40.824258489, -73.948325647)","2017","12","09"
"1007",235464100,"09/14/2017",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.803162407,-73.954482496,"(40.803162407, -73.954482496)","2017","12","09"
"1008",542262658,"09/14/2017",353,"UNAUTHORIZED USE OF A VEHICLE",462,"UNAUTHORIZED USE VEHICLE 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2017","12","09"
"1009",430661309,"09/14/2017",109,"GRAND LARCENY",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","RESIDENCE - APT. HOUSE",NA,40.788043444,-73.979941114,"(40.788043444, -73.979941114)","2017","12","09"
"1010",861102383,"09/13/2017",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.845052646,-73.937654487,"(40.845052646, -73.937654487)","2017","12","09"
"1011",312674957,"09/13/2017",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","PORT AUTHORITY","INSIDE","BUS TERMINAL",NA,40.756266207,-73.990501248,"(40.756266207, -73.990501248)","2017","12","09"
"1012",154620521,"09/13/2017",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.774163675,-73.952910098,"(40.774163675, -73.952910098)","2017","12","09"
"1013",318907073,"09/13/2017",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","ATTEMPTED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.779167668,-73.953740642,"(40.779167668, -73.953740642)","2017","12","09"
"1014",935981052,"09/13/2017",113,"FORGERY",723,"FORGERY,DRIVERS LICENSE","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.817290338,-73.938540343,"(40.817290338, -73.938540343)","2017","12","09"
"1015",714353003,"09/13/2017",109,"GRAND LARCENY",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.791598615,-73.941734883,"(40.791598615, -73.941734883)","2017","12","09"
